Domain Code,Domain,AreaCode,AreaName,ElementCode,ElementName,ItemCode,ItemName,Year,Value,Flag,FlagD
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2574,Rape and Mustard Oil,1980,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2574,Rape and Mustard Oil,1981,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2574,Rape and Mustard Oil,1982,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2574,Rape and Mustard Oil,1983,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2574,Rape and Mustard Oil,1984,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2574,Rape and Mustard Oil,1985,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2574,Rape and Mustard Oil,1986,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2574,Rape and Mustard Oil,1987,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2574,Rape and Mustard Oil,1988,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2574,Rape and Mustard Oil,1989,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2574,Rape and Mustard Oil,1990,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2574,Rape and Mustard Oil,1991,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2574,Rape and Mustard Oil,1992,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2574,Rape and Mustard Oil,1993,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2574,Rape and Mustard Oil,1994,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2574,Rape and Mustard Oil,1995,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2574,Rape and Mustard Oil,1996,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2574,Rape and Mustard Oil,1997,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2574,Rape and Mustard Oil,1998,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2574,Rape and Mustard Oil,1999,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2574,Rape and Mustard Oil,2000,-1,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2574,Rape and Mustard Oil,2001,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2574,Rape and Mustard Oil,2002,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2574,Rape and Mustard Oil,2003,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2574,Rape and Mustard Oil,2004,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2574,Rape and Mustard Oil,2005,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2574,Rape and Mustard Oil,2006,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2574,Rape and Mustard Oil,2007,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2574,Rape and Mustard Oil,2008,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2574,Rape and Mustard Oil,2009,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2574,Rape and Mustard Oil,2010,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2574,Rape and Mustard Oil,2011,1,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,1961,-8,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,1962,-52,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,1963,-84,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,1964,104,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,1965,102,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,1966,-236,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,1967,-36,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,1968,14,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,1969,-44,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,1970,16,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,1971,2,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,1972,60,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,1973,8,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,1974,-49,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,1975,-12,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,1976,111,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,1977,100,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,1978,14,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,1979,26,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,1980,35,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,1981,52,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,1982,-22,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,1983,-20,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,1984,93,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,1985,-31,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,1986,-9,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,1987,35,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,1988,-6,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,1989,79,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,1990,101,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,1991,-22,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,1992,-60,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,1993,-73,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,1994,-46,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,1995,-116,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,1996,-120,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,1997,-75,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,1998,-168,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,1999,8,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,2000,14,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,2001,-42,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,2002,70,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,2003,-58,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,2004,-83,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,2005,-55,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,2006,11,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,2007,34,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,2008,147,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,2009,164,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,2010,40,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2575,Cottonseed Oil,2011,79,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,1961,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,1962,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,1963,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,1964,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,1965,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,1966,-3,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,1967,3,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,1968,-3,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,1969,3,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,1970,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,1971,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,1972,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,1973,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,1974,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,1975,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,1976,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,1977,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,1978,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,1979,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,1980,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,1981,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,1982,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,1983,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,1984,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,1985,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,1986,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,1987,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,1988,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,1989,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,1990,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,1991,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,1992,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,1993,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,1994,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,1995,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,1996,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,1997,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,1998,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,1999,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,2000,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,2001,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,2002,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,2003,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,2004,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,2005,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,2006,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,2007,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,2008,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,2009,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,2010,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2576,Palmkernel Oil,2011,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,1961,-8,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,1962,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,1963,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,1964,5,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,1965,3,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,1966,-8,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,1967,8,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,1968,-5,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,1969,5,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,1970,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,1971,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,1972,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,1973,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,1974,-30,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,1975,-100,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,1976,38,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,1977,33,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,1978,29,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,1979,-2,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,1980,8,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,1981,15,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,1982,7,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,1983,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,1984,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,1985,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,1986,-1,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,1987,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,1988,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,1989,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,1990,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,1991,3,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,1992,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,1993,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,1994,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,1995,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,1996,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,1997,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,1998,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,1999,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,2000,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,2001,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,2002,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,2003,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,2004,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,2005,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,2006,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,2007,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,2008,-26,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,2009,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,2010,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2577,Palm Oil,2011,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,1961,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,1962,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,1963,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,1964,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,1965,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,1966,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,1967,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,1968,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,1969,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,1970,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,1971,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,1972,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,1973,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,1974,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,1975,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,1976,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,1977,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,1978,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,1979,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,1980,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,1981,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,1982,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,1983,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,1984,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,1985,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,1986,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,1987,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,1988,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,1989,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,1990,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,1991,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,1992,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,1993,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,1994,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,1995,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,1996,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,1997,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,1998,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,1999,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,2000,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,2001,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,2002,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,2003,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,2004,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,2005,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,2006,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,2007,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,2008,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,2009,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,2010,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2578,Coconut Oil,2011,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2580,Olive Oil,1961,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2580,Olive Oil,1962,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2580,Olive Oil,1963,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2580,Olive Oil,1964,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2580,Olive Oil,1965,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2580,Olive Oil,1966,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2580,Olive Oil,1967,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2580,Olive Oil,1968,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2580,Olive Oil,1969,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2580,Olive Oil,1970,0,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5072,Stock Variation,2580,Olive Oil,1971,0,S,Standardized data
