"names.coef.","coef"
"(Intercept)",-0.423402363738798
"totalSupply",0.109562344572935
"totalSupply:regionOthers countries",0.0449290665765003
"totalSupply:regionUnited States of America",0.0303605827745102
"totalSupply:typepulses",-0.0699751305779011
